frame_dir,total_frames,img_shape,original_shape,label,keypoint_shape,has_keypoint_score
v_ApplyEyeMakeup_g19_c01,179,"(256, 340)","(256, 340)",0,"(3, 179, 17, 2)",True
v_ApplyEyeMakeup_g19_c02,242,"(256, 340)","(256, 340)",0,"(2, 242, 17, 2)",True
v_ApplyEyeMakeup_g19_c03,125,"(256, 340)","(256, 340)",0,"(3, 125, 17, 2)",True
v_ApplyEyeMakeup_g19_c04,130,"(256, 340)","(256, 340)",0,"(2, 130, 17, 2)",True
v_ApplyEyeMakeup_g20_c01,181,"(256, 340)","(256, 340)",0,"(1, 181, 17, 2)",True
v_ApplyEyeMakeup_g20_c02,157,"(256, 340)","(256, 340)",0,"(1, 157, 17, 2)",True
v_ApplyEyeMakeup_g20_c03,129,"(256, 340)","(256, 340)",0,"(1, 129, 17, 2)",True
v_ApplyEyeMakeup_g20_c04,219,"(256, 340)","(256, 340)",0,"(1, 219, 17, 2)",True
v_ApplyEyeMakeup_g20_c05,112,"(256, 340)","(256, 340)",0,"(1, 112, 17, 2)",True
v_ApplyEyeMakeup_g20_c06,180,"(256, 340)","(256, 340)",0,"(1, 180, 17, 2)",True
v_ApplyEyeMakeup_g21_c01,180,"(256, 340)","(256, 340)",0,"(2, 180, 17, 2)",True
v_ApplyEyeMakeup_g21_c02,94,"(256, 340)","(256, 340)",0,"(3, 94, 17, 2)",True
v_ApplyEyeMakeup_g21_c03,126,"(256, 340)","(256, 340)",0,"(2, 126, 17, 2)",True
v_ApplyEyeMakeup_g21_c04,226,"(256, 340)","(256, 340)",0,"(3, 226, 17, 2)",True
v_ApplyEyeMakeup_g21_c05,89,"(256, 340)","(256, 340)",0,"(2, 89, 17, 2)",True
v_ApplyEyeMakeup_g22_c01,169,"(256, 340)","(256, 340)",0,"(2, 169, 17, 2)",True
v_ApplyEyeMakeup_g22_c02,256,"(256, 340)","(256, 340)",0,"(1, 256, 17, 2)",True
v_ApplyEyeMakeup_g22_c03,146,"(256, 340)","(256, 340)",0,"(2, 146, 17, 2)",True
v_ApplyEyeMakeup_g22_c04,207,"(256, 340)","(256, 340)",0,"(2, 207, 17, 2)",True
v_ApplyEyeMakeup_g22_c05,242,"(256, 340)","(256, 340)",0,"(2, 242, 17, 2)",True
v_ApplyEyeMakeup_g23_c01,134,"(256, 340)","(256, 340)",0,"(3, 134, 17, 2)",True
v_ApplyEyeMakeup_g23_c02,130,"(256, 340)","(256, 340)",0,"(3, 130, 17, 2)",True
v_ApplyEyeMakeup_g23_c03,124,"(256, 340)","(256, 340)",0,"(3, 124, 17, 2)",True
v_ApplyEyeMakeup_g23_c04,199,"(256, 340)","(256, 340)",0,"(3, 199, 17, 2)",True
v_ApplyEyeMakeup_g23_c05,203,"(256, 340)","(256, 340)",0,"(3, 203, 17, 2)",True
v_ApplyEyeMakeup_g23_c06,139,"(256, 340)","(256, 340)",0,"(3, 139, 17, 2)",True
v_ApplyEyeMakeup_g24_c01,257,"(256, 340)","(256, 340)",0,"(3, 257, 17, 2)",True
v_ApplyEyeMakeup_g24_c02,104,"(256, 340)","(256, 340)",0,"(3, 104, 17, 2)",True
v_ApplyEyeMakeup_g24_c03,101,"(256, 340)","(256, 340)",0,"(2, 101, 17, 2)",True
v_ApplyEyeMakeup_g24_c04,207,"(256, 340)","(256, 340)",0,"(2, 207, 17, 2)",True
v_ApplyEyeMakeup_g24_c05,198,"(256, 340)","(256, 340)",0,"(2, 198, 17, 2)",True
v_ApplyEyeMakeup_g24_c06,221,"(256, 340)","(256, 340)",0,"(3, 221, 17, 2)",True
v_ApplyEyeMakeup_g24_c07,193,"(256, 340)","(256, 340)",0,"(2, 193, 17, 2)",True
v_ApplyEyeMakeup_g25_c01,240,"(256, 340)","(256, 340)",0,"(1, 240, 17, 2)",True
v_ApplyEyeMakeup_g25_c02,128,"(256, 340)","(256, 340)",0,"(1, 128, 17, 2)",True
v_ApplyEyeMakeup_g25_c03,124,"(256, 340)","(256, 340)",0,"(2, 124, 17, 2)",True
v_ApplyEyeMakeup_g25_c04,176,"(256, 340)","(256, 340)",0,"(1, 176, 17, 2)",True
v_ApplyEyeMakeup_g25_c05,92,"(256, 340)","(256, 340)",0,"(2, 92, 17, 2)",True
v_ApplyEyeMakeup_g25_c06,108,"(256, 340)","(256, 340)",0,"(2, 108, 17, 2)",True
v_ApplyEyeMakeup_g25_c07,144,"(256, 340)","(256, 340)",0,"(1, 144, 17, 2)",True
v_ApplyLipstick_g08_c01,180,"(256, 340)","(256, 340)",1,"(1, 180, 17, 2)",True
v_ApplyLipstick_g08_c02,218,"(256, 340)","(256, 340)",1,"(1, 218, 17, 2)",True
v_ApplyLipstick_g08_c03,269,"(256, 340)","(256, 340)",1,"(1, 269, 17, 2)",True
v_ApplyLipstick_g08_c04,309,"(256, 340)","(256, 340)",1,"(1, 309, 17, 2)",True
v_ApplyLipstick_g09_c01,98,"(256, 340)","(256, 340)",1,"(2, 98, 17, 2)",True
v_ApplyLipstick_g09_c02,243,"(256, 340)","(256, 340)",1,"(1, 243, 17, 2)",True
v_ApplyLipstick_g09_c03,246,"(256, 340)","(256, 340)",1,"(1, 246, 17, 2)",True
v_ApplyLipstick_g09_c04,209,"(256, 340)","(256, 340)",1,"(1, 209, 17, 2)",True
v_ApplyLipstick_g10_c01,104,"(256, 340)","(256, 340)",1,"(1, 104, 17, 2)",True
v_ApplyLipstick_g10_c02,138,"(256, 340)","(256, 340)",1,"(1, 138, 17, 2)",True
v_ApplyLipstick_g10_c03,116,"(256, 340)","(256, 340)",1,"(2, 116, 17, 2)",True
v_ApplyLipstick_g10_c04,246,"(256, 340)","(256, 340)",1,"(1, 246, 17, 2)",True
v_ApplyLipstick_g11_c01,142,"(256, 340)","(256, 340)",1,"(3, 142, 17, 2)",True
v_ApplyLipstick_g11_c02,198,"(256, 340)","(256, 340)",1,"(3, 198, 17, 2)",True
v_ApplyLipstick_g11_c03,107,"(256, 340)","(256, 340)",1,"(3, 107, 17, 2)",True
v_ApplyLipstick_g11_c04,156,"(256, 340)","(256, 340)",1,"(3, 156, 17, 2)",True
v_ApplyLipstick_g12_c01,197,"(256, 340)","(256, 340)",1,"(1, 197, 17, 2)",True
v_ApplyLipstick_g12_c02,105,"(256, 340)","(256, 340)",1,"(1, 105, 17, 2)",True
v_ApplyLipstick_g12_c03,140,"(256, 340)","(256, 340)",1,"(1, 140, 17, 2)",True
v_ApplyLipstick_g12_c04,276,"(256, 340)","(256, 340)",1,"(1, 276, 17, 2)",True
v_ApplyLipstick_g12_c05,177,"(256, 340)","(256, 340)",1,"(1, 177, 17, 2)",True
v_ApplyLipstick_g13_c01,212,"(256, 340)","(256, 340)",1,"(2, 212, 17, 2)",True
v_ApplyLipstick_g13_c02,154,"(256, 340)","(256, 340)",1,"(2, 154, 17, 2)",True
v_ApplyLipstick_g13_c03,163,"(256, 340)","(256, 340)",1,"(2, 163, 17, 2)",True
v_ApplyLipstick_g13_c04,209,"(256, 340)","(256, 340)",1,"(1, 209, 17, 2)",True
v_ApplyLipstick_g14_c01,175,"(256, 340)","(256, 340)",1,"(3, 175, 17, 2)",True
v_ApplyLipstick_g14_c02,189,"(256, 340)","(256, 340)",1,"(3, 189, 17, 2)",True
v_ApplyLipstick_g14_c03,173,"(256, 340)","(256, 340)",1,"(3, 173, 17, 2)",True
v_ApplyLipstick_g14_c04,104,"(256, 340)","(256, 340)",1,"(2, 104, 17, 2)",True
v_ApplyLipstick_g15_c01,159,"(256, 340)","(256, 340)",1,"(3, 159, 17, 2)",True
v_ApplyLipstick_g15_c02,135,"(256, 340)","(256, 340)",1,"(2, 135, 17, 2)",True
v_ApplyLipstick_g15_c03,132,"(256, 340)","(256, 340)",1,"(2, 132, 17, 2)",True
v_ApplyLipstick_g15_c04,150,"(256, 340)","(256, 340)",1,"(2, 150, 17, 2)",True
v_ApplyLipstick_g15_c05,140,"(256, 340)","(256, 340)",1,"(2, 140, 17, 2)",True
v_ApplyLipstick_g16_c01,127,"(256, 340)","(256, 340)",1,"(2, 127, 17, 2)",True
v_ApplyLipstick_g16_c02,164,"(256, 340)","(256, 340)",1,"(2, 164, 17, 2)",True
v_ApplyLipstick_g16_c03,144,"(256, 340)","(256, 340)",1,"(2, 144, 17, 2)",True
v_ApplyLipstick_g16_c04,172,"(256, 340)","(256, 340)",1,"(2, 172, 17, 2)",True
v_ApplyLipstick_g16_c05,155,"(256, 340)","(256, 340)",1,"(2, 155, 17, 2)",True
v_ApplyLipstick_g17_c01,160,"(256, 340)","(256, 340)",1,"(1, 160, 17, 2)",True
v_ApplyLipstick_g17_c02,150,"(256, 340)","(256, 340)",1,"(1, 150, 17, 2)",True
v_ApplyLipstick_g17_c03,141,"(256, 340)","(256, 340)",1,"(1, 141, 17, 2)",True
v_ApplyLipstick_g17_c04,124,"(256, 340)","(256, 340)",1,"(1, 124, 17, 2)",True
v_ApplyLipstick_g17_c05,140,"(256, 340)","(256, 340)",1,"(1, 140, 17, 2)",True
v_ApplyLipstick_g18_c01,102,"(256, 340)","(256, 340)",1,"(2, 102, 17, 2)",True
v_ApplyLipstick_g18_c02,138,"(256, 340)","(256, 340)",1,"(3, 138, 17, 2)",True
v_ApplyLipstick_g18_c03,139,"(256, 340)","(256, 340)",1,"(2, 139, 17, 2)",True
v_ApplyLipstick_g18_c04,118,"(256, 340)","(256, 340)",1,"(3, 118, 17, 2)",True
v_ApplyLipstick_g19_c01,174,"(256, 340)","(256, 340)",1,"(2, 174, 17, 2)",True
v_ApplyLipstick_g19_c02,110,"(256, 340)","(256, 340)",1,"(2, 110, 17, 2)",True
v_ApplyLipstick_g19_c03,153,"(256, 340)","(256, 340)",1,"(4, 153, 17, 2)",True
v_ApplyLipstick_g19_c04,154,"(256, 340)","(256, 340)",1,"(4, 154, 17, 2)",True
v_ApplyLipstick_g20_c01,96,"(256, 340)","(256, 340)",1,"(1, 96, 17, 2)",True
v_ApplyLipstick_g20_c02,107,"(256, 340)","(256, 340)",1,"(1, 107, 17, 2)",True
v_ApplyLipstick_g20_c03,193,"(256, 340)","(256, 340)",1,"(1, 193, 17, 2)",True
v_ApplyLipstick_g20_c04,139,"(256, 340)","(256, 340)",1,"(1, 139, 17, 2)",True
v_ApplyLipstick_g20_c05,89,"(256, 340)","(256, 340)",1,"(1, 89, 17, 2)",True
v_ApplyLipstick_g21_c01,84,"(256, 340)","(256, 340)",1,"(1, 84, 17, 2)",True
v_ApplyLipstick_g21_c02,156,"(256, 340)","(256, 340)",1,"(1, 156, 17, 2)",True
v_ApplyLipstick_g21_c03,142,"(256, 340)","(256, 340)",1,"(1, 142, 17, 2)",True
v_ApplyLipstick_g21_c04,192,"(256, 340)","(256, 340)",1,"(1, 192, 17, 2)",True
v_ApplyLipstick_g21_c05,131,"(256, 340)","(256, 340)",1,"(1, 131, 17, 2)",True
v_ApplyLipstick_g22_c01,177,"(256, 340)","(256, 340)",1,"(1, 177, 17, 2)",True
v_ApplyLipstick_g22_c02,175,"(256, 340)","(256, 340)",1,"(1, 175, 17, 2)",True
v_ApplyLipstick_g22_c03,168,"(256, 340)","(256, 340)",1,"(1, 168, 17, 2)",True
v_ApplyLipstick_g22_c04,176,"(256, 340)","(256, 340)",1,"(1, 176, 17, 2)",True
v_ApplyLipstick_g22_c05,262,"(256, 340)","(256, 340)",1,"(1, 262, 17, 2)",True
v_ApplyLipstick_g22_c06,171,"(256, 340)","(256, 340)",1,"(1, 171, 17, 2)",True
v_ApplyLipstick_g22_c07,88,"(256, 340)","(256, 340)",1,"(1, 88, 17, 2)",True
v_ApplyLipstick_g23_c01,211,"(256, 340)","(256, 340)",1,"(1, 211, 17, 2)",True
v_ApplyLipstick_g23_c02,151,"(256, 340)","(256, 340)",1,"(1, 151, 17, 2)",True
v_ApplyLipstick_g23_c03,134,"(256, 340)","(256, 340)",1,"(1, 134, 17, 2)",True
v_ApplyLipstick_g23_c04,217,"(256, 340)","(256, 340)",1,"(1, 217, 17, 2)",True
v_ApplyLipstick_g24_c01,113,"(256, 340)","(256, 340)",1,"(6, 113, 17, 2)",True
v_ApplyLipstick_g24_c02,218,"(256, 340)","(256, 340)",1,"(5, 218, 17, 2)",True
v_ApplyLipstick_g24_c03,116,"(256, 340)","(256, 340)",1,"(6, 116, 17, 2)",True
v_ApplyLipstick_g24_c04,116,"(256, 340)","(256, 340)",1,"(6, 116, 17, 2)",True
v_ApplyLipstick_g24_c05,287,"(256, 340)","(256, 340)",1,"(7, 287, 17, 2)",True
v_ApplyLipstick_g25_c01,160,"(256, 340)","(256, 340)",1,"(1, 160, 17, 2)",True
v_ApplyLipstick_g25_c02,150,"(256, 340)","(256, 340)",1,"(1, 150, 17, 2)",True
v_ApplyLipstick_g25_c03,185,"(256, 340)","(256, 340)",1,"(1, 185, 17, 2)",True
v_ApplyLipstick_g25_c04,200,"(256, 340)","(256, 340)",1,"(1, 200, 17, 2)",True
v_Archery_g08_c01,362,"(256, 340)","(256, 340)",2,"(2, 362, 17, 2)",True
v_Archery_g08_c02,115,"(256, 340)","(256, 340)",2,"(1, 115, 17, 2)",True
v_Archery_g08_c03,325,"(256, 340)","(256, 340)",2,"(1, 325, 17, 2)",True
v_Archery_g08_c04,342,"(256, 340)","(256, 340)",2,"(1, 342, 17, 2)",True
v_Archery_g08_c05,366,"(256, 340)","(256, 340)",2,"(2, 366, 17, 2)",True
v_Archery_g09_c01,98,"(256, 340)","(256, 340)",2,"(1, 98, 17, 2)",True
v_Archery_g09_c02,82,"(256, 340)","(256, 340)",2,"(1, 82, 17, 2)",True
v_Archery_g09_c03,76,"(256, 340)","(256, 340)",2,"(1, 76, 17, 2)",True
v_Archery_g09_c04,94,"(256, 340)","(256, 340)",2,"(1, 94, 17, 2)",True
v_Archery_g09_c05,95,"(256, 340)","(256, 340)",2,"(1, 95, 17, 2)",True
v_Archery_g09_c06,84,"(256, 340)","(256, 340)",2,"(1, 84, 17, 2)",True
v_Archery_g09_c07,106,"(256, 340)","(256, 340)",2,"(1, 106, 17, 2)",True
v_Archery_g10_c01,110,"(256, 340)","(256, 340)",2,"(2, 110, 17, 2)",True
v_Archery_g10_c02,139,"(256, 340)","(256, 340)",2,"(2, 139, 17, 2)",True
v_Archery_g10_c03,202,"(256, 340)","(256, 340)",2,"(2, 202, 17, 2)",True
v_Archery_g10_c04,207,"(256, 340)","(256, 340)",2,"(3, 207, 17, 2)",True
v_Archery_g10_c05,187,"(256, 340)","(256, 340)",2,"(3, 187, 17, 2)",True
v_Archery_g10_c06,175,"(256, 340)","(256, 340)",2,"(4, 175, 17, 2)",True
v_Archery_g10_c07,125,"(256, 340)","(256, 340)",2,"(5, 125, 17, 2)",True
v_Archery_g11_c01,192,"(256, 340)","(256, 340)",2,"(2, 192, 17, 2)",True
v_Archery_g11_c02,301,"(256, 340)","(256, 340)",2,"(2, 301, 17, 2)",True
v_Archery_g11_c03,294,"(256, 340)","(256, 340)",2,"(2, 294, 17, 2)",True
v_Archery_g11_c04,257,"(256, 340)","(256, 340)",2,"(1, 257, 17, 2)",True
v_Archery_g11_c05,209,"(256, 340)","(256, 340)",2,"(1, 209, 17, 2)",True
v_Archery_g11_c06,242,"(256, 340)","(256, 340)",2,"(1, 242, 17, 2)",True
v_Archery_g11_c07,263,"(256, 340)","(256, 340)",2,"(2, 263, 17, 2)",True
v_Archery_g12_c01,354,"(256, 340)","(256, 340)",2,"(3, 354, 17, 2)",True
v_Archery_g12_c02,397,"(256, 340)","(256, 340)",2,"(1, 397, 17, 2)",True
v_Archery_g12_c03,435,"(256, 340)","(256, 340)",2,"(2, 435, 17, 2)",True
v_Archery_g12_c04,194,"(256, 340)","(256, 340)",2,"(2, 194, 17, 2)",True
v_Archery_g13_c01,148,"(256, 340)","(256, 340)",2,"(1, 148, 17, 2)",True
v_Archery_g13_c02,146,"(256, 340)","(256, 340)",2,"(1, 146, 17, 2)",True
v_Archery_g13_c03,159,"(256, 340)","(256, 340)",2,"(1, 159, 17, 2)",True
v_Archery_g13_c04,165,"(256, 340)","(256, 340)",2,"(1, 165, 17, 2)",True
v_Archery_g13_c05,184,"(256, 340)","(256, 340)",2,"(1, 184, 17, 2)",True
v_Archery_g13_c06,163,"(256, 340)","(256, 340)",2,"(3, 163, 17, 2)",True
v_Archery_g13_c07,189,"(256, 340)","(256, 340)",2,"(1, 189, 17, 2)",True
v_Archery_g14_c01,206,"(256, 340)","(256, 340)",2,"(1, 206, 17, 2)",True
v_Archery_g14_c02,219,"(256, 340)","(256, 340)",2,"(1, 219, 17, 2)",True
v_Archery_g14_c03,168,"(256, 340)","(256, 340)",2,"(1, 168, 17, 2)",True
v_Archery_g14_c04,243,"(256, 340)","(256, 340)",2,"(1, 243, 17, 2)",True
v_Archery_g15_c01,109,"(256, 340)","(256, 340)",2,"(1, 109, 17, 2)",True
v_Archery_g15_c02,183,"(256, 340)","(256, 340)",2,"(2, 183, 17, 2)",True
v_Archery_g15_c03,184,"(256, 340)","(256, 340)",2,"(2, 184, 17, 2)",True
v_Archery_g15_c04,202,"(256, 340)","(256, 340)",2,"(3, 202, 17, 2)",True
v_Archery_g15_c05,174,"(256, 340)","(256, 340)",2,"(2, 174, 17, 2)",True
v_Archery_g15_c06,173,"(256, 340)","(256, 340)",2,"(2, 173, 17, 2)",True
v_Archery_g15_c07,174,"(256, 340)","(256, 340)",2,"(2, 174, 17, 2)",True
v_Archery_g16_c01,150,"(256, 340)","(256, 340)",2,"(1, 150, 17, 2)",True
v_Archery_g16_c02,224,"(256, 340)","(256, 340)",2,"(2, 224, 17, 2)",True
v_Archery_g16_c03,205,"(256, 340)","(256, 340)",2,"(2, 205, 17, 2)",True
v_Archery_g16_c04,117,"(256, 340)","(256, 340)",2,"(1, 117, 17, 2)",True
v_Archery_g16_c05,261,"(256, 340)","(256, 340)",2,"(1, 261, 17, 2)",True
v_Archery_g17_c01,145,"(256, 340)","(256, 340)",2,"(1, 145, 17, 2)",True
v_Archery_g17_c02,93,"(256, 340)","(256, 340)",2,"(1, 93, 17, 2)",True
v_Archery_g17_c03,95,"(256, 340)","(256, 340)",2,"(1, 95, 17, 2)",True
v_Archery_g17_c04,65,"(256, 340)","(256, 340)",2,"(1, 65, 17, 2)",True
v_Archery_g18_c01,166,"(256, 340)","(256, 340)",2,"(1, 166, 17, 2)",True
v_Archery_g18_c02,290,"(256, 340)","(256, 340)",2,"(2, 290, 17, 2)",True
v_Archery_g18_c03,198,"(256, 340)","(256, 340)",2,"(2, 198, 17, 2)",True
v_Archery_g18_c04,167,"(256, 340)","(256, 340)",2,"(3, 167, 17, 2)",True
v_Archery_g18_c05,151,"(256, 340)","(256, 340)",2,"(2, 151, 17, 2)",True
v_Archery_g18_c06,159,"(256, 340)","(256, 340)",2,"(2, 159, 17, 2)",True
v_Archery_g18_c07,139,"(256, 340)","(256, 340)",2,"(2, 139, 17, 2)",True
v_Archery_g19_c01,129,"(256, 340)","(256, 340)",2,"(2, 129, 17, 2)",True
v_Archery_g19_c02,89,"(256, 340)","(256, 340)",2,"(4, 89, 17, 2)",True
v_Archery_g19_c03,158,"(256, 340)","(256, 340)",2,"(3, 158, 17, 2)",True
v_Archery_g19_c04,91,"(256, 340)","(256, 340)",2,"(4, 91, 17, 2)",True
v_Archery_g20_c01,90,"(256, 340)","(256, 340)",2,"(4, 90, 17, 2)",True
v_Archery_g20_c02,84,"(256, 340)","(256, 340)",2,"(5, 84, 17, 2)",True
v_Archery_g20_c03,93,"(256, 340)","(256, 340)",2,"(5, 93, 17, 2)",True
v_Archery_g20_c04,98,"(256, 340)","(256, 340)",2,"(6, 98, 17, 2)",True
v_Archery_g20_c05,119,"(256, 340)","(256, 340)",2,"(5, 119, 17, 2)",True
v_Archery_g20_c06,115,"(256, 340)","(256, 340)",2,"(5, 115, 17, 2)",True
v_Archery_g20_c07,97,"(256, 340)","(256, 340)",2,"(6, 97, 17, 2)",True
v_Archery_g21_c01,100,"(256, 340)","(256, 340)",2,"(4, 100, 17, 2)",True
v_Archery_g21_c02,174,"(256, 340)","(256, 340)",2,"(4, 174, 17, 2)",True
v_Archery_g21_c03,217,"(256, 340)","(256, 340)",2,"(3, 217, 17, 2)",True
v_Archery_g21_c04,204,"(256, 340)","(256, 340)",2,"(3, 204, 17, 2)",True
v_Archery_g22_c01,64,"(256, 340)","(256, 340)",2,"(1, 64, 17, 2)",True
v_Archery_g22_c02,69,"(256, 340)","(256, 340)",2,"(1, 69, 17, 2)",True
v_Archery_g22_c03,90,"(256, 340)","(256, 340)",2,"(1, 90, 17, 2)",True
v_Archery_g22_c04,72,"(256, 340)","(256, 340)",2,"(1, 72, 17, 2)",True
v_Archery_g22_c05,67,"(256, 340)","(256, 340)",2,"(1, 67, 17, 2)",True
v_Archery_g23_c01,122,"(256, 340)","(256, 340)",2,"(2, 122, 17, 2)",True
v_Archery_g23_c02,111,"(256, 340)","(256, 340)",2,"(2, 111, 17, 2)",True
v_Archery_g23_c03,109,"(256, 340)","(256, 340)",2,"(2, 109, 17, 2)",True
